ReviewID,Platform,ProductName,Category,State,Rating,ReviewText,Sentiment
REV000253,JIJI,USB cable,Computers,Enugu,2,<p>This product is very disappointing. Abeg avoid this seller e be thief</p>,Bad
REV000254,konga ng,Jump rope,Fashion,Lagos,2,Very dissatisfied with this item. Wasted my money completely,👎
REV000255,konga ng,Phone case,Phones & Tablets,Kano,4,Great value for money. I no regret buying this product at all,Good
REV000256,Konga,Running shoes,Baby & Kids,Enugu,1,I am returning this product immediately. completely fake product. Never buying here again,Bad
REV000257,KONGA,Children toy,Health,Enugu,5,Great value for money. I swear this product na the best,P
REV000258,jiji,Bag,Health,Bauchi,2,Wahala product fake packaging torn inside damaged,Neg
REV000259,KONGA,Hair dryer,Health,Kwara,4,This product dey sweet walahi,good
REV000260,konga,Blender,Books & Stationery,Kano,4/5,Abeg everyone should buy this thing,GOOD
REV000261,Jiji.ng,Smartwatch,Computers,Benue,5,Five stars no doubt. This product fine well well no cap,Good
REV000262,JIJI,Plate set,Beauty,Lagos,2,Never buying from this seller again. I warned you do not buy,negative
REV000263,Jumia,School bag,Health,Bauchi,2,Worst product I have ever ordered. stopped working immediately. This seller is fraudulent,NEGATIVE
REV000264,jiji nigeria,Blender,Beauty,Rivers,5/5,This one na original no be china fake,Positive
REV000265,Jumia,Phone case,Computers,Oyo,5,This product is absolutely amazing. Highly recommend this seller,pos
REV000266,Jumia,Sandals,Books & Stationery,Sokoto,3,Wahala product fake packaging torn inside damaged,0
REV000267,Jumia.com,Smartwatch,Beauty,Kaduna,3,Wahala product fake packaging torn inside damaged,👎
REV000268,Jiji,Thermometer,Phones & Tablets,Imo,5,Excellent quality product. arrived before the expected date. Highly recommend this seller,good
REV000269,JIJI,Phone charger,Sports,Kwara,5,I am impressed with the quality. Wahala free delivery fast product correct,good
REV000270,jumia,Body lotion,Home & Kitchen,Plateau,5,Five stars no doubt. Abeg if you need am buy am no waste time,Good
REV000271,Jiji.ng,Plate set,Electronics,Niger,5,Ordered and received in perfect condition. This product dey sweet walahi,good
REV000272,JIJI,Baby clothes,Electronics,Kano,2,Zero stars if possible. smells very bad and cheap. Never buying here again,N
REV000273,JIJI,USB cable,Sports,Kaduna,2,This thing na china fake dem charge me original price,neg
REV000274,konga,Gym bag,Beauty,Enugu,3,This product is nothing like the picture. Requesting a refund immediately,Negative
REV000275,Jumia,Memory card,Home & Kitchen,Sokoto,5,I am impressed with the quality. Abeg if you need am buy am no waste time,pos
REV000276,Konga.com,Sneakers,Computers,Imo,1,Product spoil after two days use na wa,👎
REV000277,konga,Electric fan,Computers,Enugu,2,Seller ghost me after collection of money na thief,0
REV000278,jiji,Jump rope,Fashion,Plateau,5,Packaging was neat and delivery was fast. God bless the seller,Positive
REV000279,Jumia,Phone stand,Beauty,Anambra,3,I regret buying this product. Abeg avoid this seller e be thief,Bad
REV000280,Jumia,Memory card,Phones & Tablets,Oyo,3,Na so dem dey cheat people for this country,N
REV000281,konga,School bag,Electronics,Sokoto,1,Delivery took too long and product was damaged. I warned you do not buy !!!! *** @#$,👎
REV000282,Konga,Women dress,Books & Stationery,Anambra,5,I love this product so much. Abeg everyone should buy this thing,POSITIVE
REV000283,Konga,Body lotion,Sports,Delta,2,Zero stars if possible. Product spoil after two days use na wa,0
REV000284,JIJI,Men shirt,Electronics,Delta,1,Fake product delivered to me. product came damaged. Complete scam avoid this,negative
REV000285,KONGA,Phone stand,Home & Kitchen,Plateau,1,Worst product I have ever ordered. smells very bad and cheap. I warned you do not buy,👎
REV000286,jiji,Hand sanitizer,Home & Kitchen,Sokoto,2,This is not what I ordered. This thing na china fake dem charge me original price,N
REV000287,Jumia,Gym bag,Home & Kitchen,Enugu,4,Abeg everyone should buy this thing,positive
REV000288,jumia nigeria,Laptop bag,Computers,Anambra,5,Abeg if you need am buy am no waste time,positive
REV000289,jiji,Phone stand,Health,Imo,5,I am impressed with the quality. Oga this thing na correct product,1
REV000290,jumia,Earphones,Electronics,Kwara,4,Superb product highly recommend. I no regret buying this product at all,P
REV000291,JUMIA,Cooking pot,Computers,Niger,2/5,Abeg make Jumia check this seller well well,0
REV000292,Konga,Women dress,Home & Kitchen,Enugu,2,Na so dem dey cheat people for this country,Bad
REV000293,jumia nigeria,Wristwatch,Fashion,Katsina,1,Complete waste of my hard earned money. Na so dem dey cheat people for this country,0
REV000294,Jiji.ng,Sneakers,Sports,Bauchi,5,Product is exactly as described. would definitely buy again. Thank you so much,POSITIVE
REV000295,konga ng,Cooking pot,Fashion,Enugu,1,I don waste my money buy fake product    ,👎
REV000296,konga ng,Smartwatch,Home & Kitchen,Benue,1,This is not what I ordered. nothing like the pictures shown. I want my money back,NEGATIVE
REV000297,jiji nigeria,Face cream,Computers,Sokoto,2,Absolutely terrible purchase. This product na pure rubbish walahi,bad
REV000298,jiji nigeria,Electric kettle,Fashion,Kaduna,3 stars,Product stopped working after two days. This thing na china fake dem charge me original price,N
REV000299,jumia,Phone case,Computers,Bauchi,5,This product fine well well no cap,GOOD
REV000300,Jiji,Air fryer,Health,Anambra,1,Terrible quality waste of money. This thing na china fake dem charge me original price,negative
REV000301,Jumia,Plate set,Fashion,Imo,1,Very poor quality product. This product na lie the picture and reality different Check https://jumia.com/ref/123,N
REV000302,JIJI,Phone stand,Health,Plateau,5,E reach my house quick quick I happy die,Pos
REV000303,konga ng,Phone case,Electronics,Delta,2,Product spoil after two days use na wa,Bad
REV000304,Jumia.com,Screen protector,Sports,Kaduna,4/5,This product dey sweet walahi,POSITIVE
REV000305,jiji,USB cable,Phones & Tablets,Delta,4/5,This is the best purchase I have made. Abeg if you need am buy am no waste time,pos
REV000306,jiji nigeria,Thermometer,Electronics,Plateau,2,This seller na scammer abeg warn una,N
REV000307,Konga.com,Gym bag,Health,Bauchi,1,I am not happy with this purchase at all. customer service was unhelpful. Never buying here again,BAD
REV000308,Konga.com,Phone stand,Home & Kitchen,Enugu,1,I dey vex the delivery delay and product no work,Negative
REV000309,Konga.com,Children toy,Health,Oyo,5,Abeg everyone should buy this thing,pos
REV000310,jumia nigeria,Phone stand,Beauty,Kaduna,2,Very dissatisfied with this item. I don waste my money buy fake product,Bad
REV000311,JIJI,School bag,Sports,Kaduna,1,I go report this matter the product na rubbish,bad
REV000312,JUMIA,School bag,Phones & Tablets,Kano,2/5,The quality is extremely poor. Never buying here again,bad
REV000313,JIJI,Men shirt,Home & Kitchen,Katsina,3,Product stopped working after two days. product came damaged. Jumia should do better,👎
REV000314,Jiji,Power bank,Fashion,Rivers,2,The quality is extremely poor. I want my money back,Neg
REV000315,jiji,Screen protector,Phones & Tablets,Abuja,5,<p>My madam happy when she see am na so I know say correct</p>,Pos
REV000316,Jumia,Face cream,Electronics,Oyo,2,Na so dem dey cheat people for this country,BAD
REV000317,jumia nigeria,Yoga mat,Baby & Kids,Sokoto,5,Quality is top notch. God bless the seller,Pos
REV000318,Jumia,Body lotion,Books & Stationery,Kwara,2,Never buying from this seller again. Wasted my money completely,👎
REV000319,Jiji.ng,Running shoes,Sports,Kaduna,3,I regret buying this product. product is already broken. This seller is fraudulent,0
REV000320,Jiji,Pressing iron,Fashion,Oyo,1,I don waste my money buy fake product,Negative
REV000321,Konga.com,Hair dryer,Beauty,Bauchi,1,Terrible quality waste of money. Na so dem dey cheat people for this country,NEGATIVE
REV000322,jumia,Phone stand,Electronics,Plateau,4/5,Superb product highly recommend. Will tell my friends about this,P
REV000323,konga,Phone case,Books & Stationery,Kaduna,2 stars,Terrible quality waste of money. Abeg avoid this seller e be thief,bad
REV000324,Jiji,Smartwatch,Computers,Oyo,2,This product is very disappointing. colour is completely different. Never buying here again,BAD
REV000325,Konga.com,Laptop bag,Books & Stationery,Abuja,2,Very poor quality product. packaging was torn and dirty. I warned you do not buy,Bad
REV000326,jumia nigeria,Lipstick,Sports,Niger,1,Never buying from this seller again. Very angry and disappointed,N
REV000327,jumia nigeria,Plate set,Books & Stationery,Katsina,5,Na real quality product this one be,POSITIVE
REV000328,JUMIA,Smartwatch,Books & Stationery,Benue,2,Product spoil after two days use na wa,N
REV000329,jumia,Laptop bag,Health,Anambra,1,Absolutely terrible purchase. This product na pure rubbish walahi,Bad
REV000330,Jiji.ng,Yoga mat,Electronics,Niger,4,Very satisfied with this item. Best decision I made this month,Pos
REV000331,Konga,Sunglasses,Books & Stationery,Katsina,4,Oga this thing na correct product,P
REV000332,konga,Children toy,Fashion,Niger,4,Packaging was neat and delivery was fast. Wahala free delivery fast product correct,positive
REV000333,konga,Running shoes,Phones & Tablets,Niger,5,Abeg if you need am buy am no waste time,pos
REV000334,Jumia,Plate set,Fashion,Lagos,5/5,Perfect condition arrived on time. Keep up the good work,positive
REV000335,Jumia,Perfume,Baby & Kids,Niger,3,Wahala product fake packaging torn inside damaged,Neg
REV000336,jiji,Phone charger,Home & Kitchen,Benue,5,This product is absolutely amazing. works better than expected. Five stars all the way,1
REV000337,jumia nigeria,Face cream,Home & Kitchen,Plateau,5,This product dey sweet walahi,Positive
REV000338,Jiji,Bag,Baby & Kids,Plateau,3,I go report this matter the product na rubbish,Neg
REV000339,jiji,LED bulb,Phones & Tablets,Katsina,2,This seller na scammer abeg warn una,👎
REV000340,jiji nigeria,Men shirt,Computers,Bauchi,4,Superb product highly recommend. This one na original no be china fake,good
REV000341,Konga,Thermometer,Baby & Kids,Kaduna,3,Worst product I have ever ordered. This thing na china fake dem charge me original price,BAD
REV000342,KONGA,Earphones,Computers,Delta,1 stars,The quality is extremely poor. I want my money back,0
REV000343,JUMIA,Men shirt,Health,Plateau,5,I love this product so much. Seller dey try the product reach on time,positive
REV000344,jiji,Hand sanitizer,Home & Kitchen,Sokoto,2,This is not what I ordered. Na so dem dey cheat people for this country,neg
REV000345,JIJI,Bag,Phones & Tablets,Rivers,1,Abeg make Jumia check this seller well well,negative
REV000346,konga ng,Electric fan,Health,Abuja,,My madam happy when she see am na so I know say correct Check https://jumia.com/ref/123,POSITIVE
REV000347,JUMIA,Air fryer,Computers,Rivers,5/5,Very durable and well made. This product fine well well no cap,Positive
REV000348,jiji,Women dress,Health,Kaduna,1,This product is very disappointing. stopped working immediately. Never buying here again Check https://jumia.com/ref/123,negative
REV000349,jiji nigeria,Face cream,Baby & Kids,Benue,2,Very dissatisfied with this item. I don waste my money buy fake product,negative
REV000350,konga,Perfume,Electronics,Kaduna,2,Oga the thing dem send no be wetin I order,👎
REV000351,jiji nigeria,Backpack,Fashion,Lagos,2,Dem send me reject product I no happy at all,Negative
REV000352,jumia nigeria,Jump rope,Books & Stationery,Niger,5 stars,This one na original no be china fake,Good
REV000353,Jiji,Memory card,Baby & Kids,Bauchi,4,Perfect condition arrived on time. Na real quality product this one be,good
REV000354,Konga,Baby clothes,Sports,Delta,5,Superb product highly recommend. God bless the seller,good
REV000355,konga,Frying pan,Sports,Sokoto,2,This seller na scammer abeg warn una,Neg
REV000356,Jiji,Face mask,Sports,Kano,4,Superb product highly recommend. no complaints at all. Keep up the good work,Good
REV000357,Jiji,Wristwatch,Computers,Rivers,2,Complete waste of my hard earned money. I want my money back,BAD
REV000358,JUMIA,Yoga mat,Phones & Tablets,Lagos,5,Perfect condition arrived on time. This one na original no be china fake,1
REV000359,jiji nigeria,Hair dryer,Phones & Tablets,Kano,2,This product is nothing like the picture. product is already broken. Very angry and disappointed,NEGATIVE
REV000360,Jumia.com,Electric fan,Beauty,Kwara,5,Five stars no doubt. seller was very responsive. Thank you so much,P
REV000361,Jiji,Cutlery set,Health,Katsina,4/5,Abeg if you need am buy am no waste time,Pos
REV000362,Konga,Vitamins,Baby & Kids,Niger,1,This product is very disappointing. Abeg avoid this seller e be thief,bad
REV000363,jiji,Thermometer,Beauty,Plateau,5,Absolutely worth every naira. Thank you so much,P
REV000364,JUMIA,Memory card,Phones & Tablets,Katsina,2,This product is very disappointing. Na so dem dey cheat people for this country,neg
REV000365,KONGA,Sandals,Health,Delta,3,<p>I regret buying this product. I have reported this seller</p>,bad
REV000366,jumia,Smartwatch,Computers,Rivers,2,This is not what I ordered. Very angry and disappointed,Bad
REV000367,jumia,Thermometer,Baby & Kids,Anambra,1,Zero stars if possible. seller refused to respond. I warned you do not buy,negative
REV000368,Konga.com,Thermometer,Home & Kitchen,Rivers,1/5,This is not what I ordered. Complete scam avoid this,negative
REV000369,Jumia,Ankara fabric,Fashion,Kaduna,5,Product is exactly as described. God bless the seller this thing work well,1
REV000370,konga,Jeans,Fashion,Benue,5,I am impressed with the quality. seller was very responsive. Keep up the good work,1
REV000371,KONGA,Memory card,Baby & Kids,Benue,4,Superb product highly recommend. This one na original no be china fake,GOOD
REV000372,Konga.com,Baby clothes,Health,Kaduna,2,The quality is extremely poor. This seller na scammer abeg warn una,neg
REV000373,Jumia.com,Hand sanitizer,Beauty,Niger,4,Absolutely worth every naira. I no regret buying this product at all    ,👍
